선정 여부,주차,신청 번호,신청 일자,시작 일자,브랜드,,타이틀,프로모션 내용,URL,이미지,비고,팀명
광고진행,16,605038,2026-04-15 11:00:00,2026-04-15 11:00:00,yase,야세 X 송이송이 스페셜 발매,야세 X 송이송이,야세 X 송이송이 스페셜 발매,https://www.musinsa.com/brand/yase?gf=A,,URL 변경 예정,무신사풋웨어
광고진행,16,609844,2026-04-15 15:00:00,2026-04-15 15:00:00,브랜드ID,테스트,test,test,https://admin.dev.one.musinsa.com/marketing-slot/inventory-application-management/application/create,,test,Core-P Partner Growth
,16,597150,2026-04-16 2:00:00,2026-04-16 2:00:00,lush,러쉬 X 마리오 콜라보 선론칭,슈퍼 마리오 갤럭시 × 러쉬 선론칭,슈퍼 마리오 갤럭시 × 러쉬 선론칭 ,https://www.musinsa.com/content/1480855801928646337,,"랜딩 URL 쇼케이스 링크 나오면 추후 변경 예정 
★리걸 작업 필수 _가이드 경로내 확인 필요 ",뷰티1
광고진행,16,610134,2026-04-17 1:00:00,2026-04-17 1:00:00,stanley,스탠리 넬리코다 컬렉션 발매 ,스탠리 넬리코다 컬렉션 발매,한정판 발매,https://www.musinsa.com/content/1476760014915975500,https://image.msscdn.net/cms/v2/content/file_1772515497879_11503100_sytpbq.jpg,랜딩 URL은 TBD 입니다.,버티컬스포츠
,16,603001,2026-04-17 2:00:00,2026-04-17 2:00:00,acmedelavie,[스페셜] 아크메드라비 x 스펀지밥 한정 발매 ,아크메드라비 x 스펀지밥\n한정 발매 ,아크메드라비 x 스펀지밥 한정 발매 ,https://www.musinsa.com/content/1492038602471699490,https://image.msscdn.net/cms/v2/content/file_1776652859707_36642700_w3uu54.jpg,,무신사유니섹스패션
,16,606770,2026-04-17 2:00:00,2026-04-17 2:00:00,jmw,제이엠더블유 드라이기&고데기 무신사 단독 선론칭,"드라이는 짧게, 손상은 적게/n JMW 무신사 단독 론칭",JMW 무신사 단독 드라이기&고데기 선론칭 기념 최데 50% 할인 ,https://www.musinsa.com/content/1491009325337938369,https://image.msscdn.net/cms/v2/content/file_1776230493676_1283158700_j8peho.jpg,,뷰티1
,16,608257,2026-04-17 2:00:00,2026-04-17 2:00:00,apparelcategorymkt,[캠페인] 티셔츠 페스티벌,[최대 80%] 티셔츠 페스티벌 오픈,"티셔츠 페스티벌 최대 80% 할인 + 30% 쿠폰, 인기 티셔츠 최소 30% 이상 기획 특가, 최대 1만원 즉시 할인까지",https://www.musinsa.com/campaign/2026tshirtsfestival,https://image.msscdn.net/campaign_service/images/cpcms/2026/d03cbb1b0656425a9db2f2f1d70c47b3.jpg,,패션 & 뷰티카테고리마케팅
광고진행,16,609881,2026-04-17 2:00:00,2026-04-17 2:00:00,spao,스파오 | 미세키서울 컬렉션 [콜라보] 한정발매,스파오 | 미세키서울,스파오 | 미세키서울 컬렉션 한정발매,https://www.musinsa.com/content/,,,KAM
,16,603194,2026-04-17 3:00:00,2026-04-17 3:00:00,rockfish,락피쉬웨더웨어 × 아일릿,락피쉬웨더웨어 × 아일릿,락피쉬웨더웨어 × 아일릿 레인부츠 발매,https://www.musinsa.com/content/,,,무신사잡화
,16,606930,2026-04-17 3:00:00,2026-04-17 3:00:00,fredperry,W16 프레드페리 노출구좌,프레드페리 시대를 관통하는 브리티시 무드,10% 쿠폰,https://www.musinsa.com/content/1486950625359948751,https://image.msscdn.net/cms/v2/content/file_1776314687352_66877799_yxk7ag.jpg,,무신사글로벌패션
광고진행,16,605251,2026-04-19 9:00:00,2026-04-19 9:00:00,alyss,알리스X너드킹 [콜라보] 단독 발매,너드킹 협업 발매,알리스X너드킹 [콜라보] 단독 발매,https://www.musinsa.com/content/1493838560549162450,https://image.msscdn.net/cms/v2/content/file_1776319792098_33176200_xrhu0i.jpg,랜딩 링크 및 상품 uid 수정 예정,무신사남성패션
,16,612432,2026-04-19 15:00:00,2026-04-19 15:00:00,newbalance,뉴발란스 스니커 샌들 KAVE 신상 & 재입고,뉴발란스 스니커 샌들 KAVE 신상 & 재입고,뉴발란스 스니커 샌들 KAVE 신상 & 재입고,https://www.musinsa.com/content/1493058530800759312,https://image.msscdn.net/cms/v2/content/cms_e493e593-6c68-4.jpg,,무신사풋웨어
광고진행,16,610635,2026-04-19 23:00:00,2026-04-19 23:00:00,massimodutti2,W17 마시모두띠 티셔츠 페스티벌,마시모두띠 지금 입기 좋은 티셔츠,5% 장바구니 쿠폰 ,https://www.musinsa.com/content/1491967370969888135,https://image.msscdn.net/cms/v2/content/cms_26acaabd-4c1f-4.jpg,"20~26 중 아무 일정 진행 무관합니다. (쿠폰 진행 일정 4/17 오전 11시 ~ 4/27 오전 11시)
마시모두띠 일 별 예상 매출 12백만 / 주별 예상 매출 70백만",무신사글로벌패션
광고진행,17,610614,2026-04-20 0:00:00,2026-04-20 0:00:00,lego,W17 레고 노출 구좌 확보,레고 어린이 날 최고의 선물! 최대 22% 할인 + 10% 쿠폰과 축구 신상품 프리오더까지,최대 22% 할인 + 10% 쿠폰과 축구 신상품 프리오더까지,https://www.musinsa.com/campaign/2604_lego/0,https://image.msscdn.net/campaign_service/images/cpcms/2026/598a274ac27048f48c52f4d40969c614.jpg,"4/13 하루특가 진행 시 노출 구좌 없었음에도 8백만원 매출 발생
현재 4/20-21로 신청했으나, 4/16까지 최종 일정 확정 후 수정 예정",무신사글로벌패션
광고진행,17,577248,2026-04-20 2:00:00,2026-04-20 2:00:00,mommycare,마미케어 무신사 에디션 발매,무신사 에디션 발매,마미케어 펜타프라임 무신사 에디션 발매,https://www.musinsa.com/content/1468491962108713162,,,뷰티2
,17,598125,2026-04-20 2:00:00,2026-04-20 2:00:00,musinsabrandmix,이랜드위크 최대 할인 및 최대 쿠폰,이랜드위크 최대 할인 및 최대 쿠폰,"이랜드위크 최대 할인 및 최대 쿠폰 스파오, 뉴발란스, 미쏘, 로엠, 후아유 참여",https://www.musinsa.com/,,최대 50% + 최대 30% 쿠폰 예상,KAM
광고진행,17,599290,2026-04-20 2:00:00,2026-04-20 2:00:00,secondmonolgue,세컨모놀로그x옷미새미홀 [콜라보] 발매 ,세컨모놀로그x옷미새미홀 콜라보 발매,세컨모놀로그x옷미새미홀 콜라보 에디션 발매,https://www.musinsa.com/brand/secondmonolgue?gf=A,,,무신사유니섹스패션
,17,603147,2026-04-20 2:00:00,2026-04-20 2:00:00,poloralphlauren,폴로 랄프 로렌 mlb 콜라보 캡슐 ,폴로 랄프 로렌 27 SS MLB 캡슐 ,폴로 랄프 로렌 x mlb 콜라보 캡슐 론칭,,,상품 uid는 4월 2주차에 기재 예정,무신사글로벌패션
광고진행,17,603926,2026-04-20 2:00:00,2026-04-20 2:00:00,sportynrich,W17 스포티앤리치X아디다스 (무신사에디션),스포티앤리치X아디다스 무신사 단독발매,"스포티앤리치X아디다스 무신사 단독발매, 10% 쿠폰 적용",https://www.musinsa.com/content/1493535819406022759,https://image.msscdn.net/cms/v2/content/file_1776643791386_28277800_g9dm6h.jpg,"
",무신사글로벌패션
광고진행,17,605381,2026-04-20 2:00:00,2026-04-20 2:00:00,jillstuartnewyorkmensacc,질스튜어트 맨 액세서리 X 삭형 무신사 에디션(4차 발매),질스튜어트 맨 액세서리 X 삭형 무신사 에디션,질스튜어트 맨 액세서리 X 삭형 무신사 에디션,https://www.musinsa.com/content/1493856911778399095,https://image.msscdn.net/cms/v2/content/file_1776325794585_70625599_catklb.jpg,,무신사잡화
광고진행,17,605814,2026-04-20 2:00:00,2026-04-20 10:00:00,xtonz,엑스톤즈x송필드 에디션,엑스톤즈x송필드 에디션 발매,엑스톤즈x송필드 에디션 발매,,,,무신사유니섹스패션
,17,610632,2026-04-20 2:00:00,2026-04-20 2:00:00,bape,W17 - 베이프 - 퍼널배너,베이프 26 SS NEW 컬렉션,베이프 신상 발매,https://www.musinsa.com/brand/bape/products?gf=A&sortCode=NEW,,"- 베이프 26 SS 신상 발매(4/17) 연계 앱푸시 요청
- 상품물량 : 665pcs, 매가 1.4억
",무신사글로벌패션
광고진행,17,613205,2026-04-20 2:00:00,2026-04-20 2:00:00,spaokids,스파오 키즈 | 프린세스 캐치! 티니핑,스파오 키즈 | 프린세스 캐치! 티니핑,스파오 키즈 | 프린세스 캐치! 티니핑 발매,https://www.musinsa.com/content/1494641011260071855,,,KAM
광고진행,17,605458,2026-04-20 6:00:00,2026-04-20 6:00:00,decet,데케트X패션플래닛 콜라보,데케트X패션플래닛 콜라보,데케트X패션플래닛 콜라보 / 최대 20% 할인 + 10% 쿠폰,https://www.musinsa.com/content/1493481911283391045,https://image.msscdn.net/cms/v2/content/file_1776327489295_24501500_xgwce6.jpg,룩북이미지 - 4/6 이전 전달 완료 예정 / 영상 수급 가능일 - 4/17(금),무신사남성패션
광고진행,17,603277,2026-04-20 7:00:00,2026-04-20 7:00:00,scallywag,스켈리웩 × 류정란 협업 에디션 발매,스켈리웩 × 류정란 협업 에디션 발매,스켈리웩 × 류정란 협업 에디션 발매 29% 할인,https://www.musinsa.com/content/1493431795452934896,https://image.msscdn.net/cms/v2/content/file_1776325887394_25490000_vxar9n.jpg,랜딩 URL 수정 예정,무신사유니섹스패션
광고진행,17,599211,2026-04-20 9:00:00,2026-04-20 9:00:00,drawfit,드로우핏 X 젠플록스 [콜라보] 발매,드로우핏 X 젠플록스 [콜라보] 발매,드로우핏 X 젠플록스 [콜라보] 발매,https://www.musinsa.com/content/1490997878507714055,https://image.msscdn.net/cms/v2/content/file_1775787619296_578089700_av5th0.jpg,,무신사남성패션
광고진행,17,602928,2026-04-20 10:00:00,2026-04-20 10:00:00,raive,레이브 키티 콜라보 에디션,레이브 키티 콜라보 ,레이브 키티 콜라보 무신사 에디션,https://www.musinsa.com/content/1493837714674716813,https://image.msscdn.net/cms/v2/content/file_1776324601344_15238000_4kwygg.jpg,,여성패션
광고진행,17,605449,2026-04-20 10:00:00,2026-04-20 10:00:00,costumeoclock,커스텀어클락X데일리룸 콜라보,커스텀어클락X데일리룸 콜라보,커스텀어클락X데일리룸 콜라보,ttps://www.musinsa.com/content/1493066995069812549,https://image.msscdn.net/cms/v2/content/file_1776325634027_17340400_3klzzy.jpg,"룩북 및 누끼 이미지 : 4/10일 전달 가능
  >> 데일리룸 이미지 : 4/13 전달 가능
영상 수급 가능 일정 : 4/15 전달 가능",무신사남성패션
광고진행,17,610703,2026-04-21 2:00:00,2026-04-21 2:00:00,versace1,베르사체 크리스탈 에메랄드 EDP  무신사 선론칭,베르사체 퍼퓸 크리스탈 에메랄드 EDP,"베르사체퍼퓸, 베르사체 크리스탈 에메랄드 EDP  무신사 선론칭",https://www.musinsa.com/content/1491040449455981912,https://image.msscdn.net/cms/v2/content/file_1776387798877_93781500_574x63.jpg,"프리지아, 일단이나연, 이시아, 미지의 세계 등 유명 인풀루언서 무신사 선론칭 관련 ppl 진행",뷰티1
광고진행,17,611678,2026-04-21 2:00:00,2026-04-21 2:00:00,vans,반스 펄라이즈드 올드스쿨 빈티지 코코아 단독 발매,반스 펄라이즈드 올드스쿨 빈티지 코코아,반스 펄라이즈드 올드스쿨 빈티지 코코아 단독 발매,https://www.musinsa.com/content/1494219965346389475,https://image.msscdn.net/cms/v2/content/file_1776320625686_436570800_jrfslp.jpg,,무신사풋웨어
광고진행,17,612139,2026-04-21 2:00:00,2026-04-21 2:00:00,rototobebe,로토토베베 앱푸시,로토토베베 선발매\n단독 혜택 마지막날,로토토베베 단독 선발매,https://www.musinsa.com/content/1488818466542245283,https://image.msscdn.net/cms/v2/content/cms_854433a9-0e9e-4.jpg,,키즈
광고진행,17,598400,2026-04-22 2:00:00,2026-04-22 2:00:00,kundal,쿤달 × 원밀리언 신규 바디 라인업 단독 선론칭,쿤달 × 원밀리언 신규 바디 라인업 단독 선론칭,쿤달 × 원밀리언 신규 바디 라인업 단독 선론칭,https://www.musinsa.com/content/1494227809884466673,https://image.msscdn.net/cms/v2/content/file_1776672523501_11307900_9rzaa3.jpg,쇼케이스 URL 생성 전으로 임의 기재 (추후 업데이트 예정),뷰티2
광고진행,17,603043,2026-04-22 2:00:00,2026-04-22 2:00:00,covernat,[스페셜] 커버낫 x 미즈노 발매,커버낫 x 미즈노 발매,커버낫 x 미즈노 발매,https://www.musinsa.com/content/1492074721267612309,https://image.msscdn.net/cms/v2/content/file_1776837389256_61376000_d1tm5k.jpg,,무신사유니섹스패션
광고진행,17,609821,2026-04-22 2:00:00,2026-04-22 2:00:00,moif,모이프 X 라미다스 컬래버레이션,모이프 X 라미다스 컬래버레이션,모이프 X 라미다스 컬래버레이션,https://www.musinsa.com/brand/moif?gf=A,,,무신사유니섹스패션
광고진행,17,605371,2026-04-23 1:00:00,2026-04-23 1:00:00,8seconds,에잇세컨즈 X IP 우디우드페커 [콜라보],에잇세컨즈 X 우디우드페커,에잇세컨즈 X IP 우디우드페커 [콜라보],https://drive.google.com/drive/folders/10VM7kzqX1-0j541gqTOQGKCdElsnvHFV,,,KAM
광고진행,17,605335,2026-04-23 2:00:00,2026-04-23 2:00:00,lee,리 X 오버더피치 무신사 에디션,리 X 오버더피치 무신사 에디션,리 X 오버더피치 무신사 에디션,https://www.musinsa.com/content/1494245537722906671,https://image.msscdn.net/cms/v2/content/file_1776844675600_16181799_omcpke.jpg,최대 10%할인,여성패션
,17,606106,2026-04-23 2:00:00,2026-04-23 2:00:00,belier,벨리에X언아카이브드 콜라보 발매,벨리에X언아카이브드 콜라보,콜라보 발매 5% 할인,https://www.musinsa.com/content/,,"랜딩 url, 상품 uid 업로드 중이므로, 업데이트 드리겠습니다.
기획전 종료 일정도 확인중인점 참고 부탁드립니다!",무신사남성패션
광고진행,17,605740,2026-04-24 1:00:00,2026-04-24 1:00:00,wkndrs,[스페셜] 위캔더스 × 딜런 콜라보 발매,위캔더스 × 딜런 콜라보 발매,10% 할인 + 최대 10% 쿠폰,https://www.musinsa.com/content/1493130012110983357,https://image.msscdn.net/cms/v2/content/file_1776234528609_506089799_vk6vwn.jpg,콘텐츠 링크 추후 기재 예정,무신사유니섹스패션
광고진행,17,604986,2026-04-24 2:00:00,2026-04-24 2:00:00,champion,[무신사드롭] 챔피온 x 다크룸,[무신사드롭] 챔피온 x 다크룸,[무신사드롭] 챔피온 x 다크룸,,,,트렌드상품 & IP 기획
광고진행,17,605641,2026-04-24 2:00:00,2026-04-24 2:00:00,브랜드ID,팝마트 히로노 4월 팝업 스토어 무신사 드롭,[무신사 드롭] 팝마트 히로노 팝업스토어,[무신사 드롭] 팝마트 히로노 팝업스토어,,,,트렌드상품 & IP 기획
,17,605685,2026-04-24 2:00:00,2026-04-24 2:00:00,brownbreath,[스페셜] 브라운브레스 × DC SHOES 콜라보 한정 발매,브라운브레스 × DC SHOES 콜라보 한정 발매,10% 할인,https://www.musinsa.com/content/1493130247313227010,https://image.msscdn.net/cms/v2/content/file_1776321752742_623641599_x6hpw1.jpg,"콘텐츠 링크 추후 기재 예정, 협업 대상 DC : https://www.musinsa.com/brand/dc?gf=A
",무신사유니섹스패션
광고진행,17,609888,2026-04-24 2:00:00,2026-04-24 2:00:00,spao,스파오 | 케로로 컬렉션 [콜라보] 발매,스파오 | 케로로,스파오 | 케로로 컬렉션 [콜라보] 발매,https://www.musinsa.com/content/,,,KAM
광고진행,17,611757,2026-04-24 2:00:00,2026-04-24 2:00:00,weverse,[무신사 드롭] NCT WISH,[무신사 드롭] NCT WISH,[무신사 드롭] NCT WISH,https://www.musinsa.com/content/추후기재,,,트렌드상품 & IP 기획
광고진행,17,612944,2026-04-24 2:00:00,2026-04-24 2:00:00,apparelcategorymkt,온 & 오프 페스티벌 맵푸시,온 & 오프 페스티벌 최대 80% 할인,무신사 온라인 오프라인 어디서든 최대 80% 할인 + 최대 20% 쿠폰 혜택,https://www.musinsa.com/campaign/on_off_festival/0 ,https://image.msscdn.net/campaign_service/images/cpcms/2026/9cbbc3b64bbd47b8b8c15ee648f51d35.jpg,,패션 & 뷰티카테고리마케팅
광고진행,17,609044,2026-04-25 2:00:00,2026-04-25 2:00:00,weverse,[앨범] 아일릿,[앨범] 아일릿,[앨범] 아일릿,https://www.musinsa.com/content/추후기재,,,트렌드상품 & IP 기획
,17,605267,2026-04-26 11:00:00,2026-04-26 11:00:00,alyss,알리스X오정규 [콜라보] 단독 발매,오정규 협업 발매,알리스X오정규 [콜라보] 단독 발매,https://www.musinsa.com/content/1495604507301623383,https://image.msscdn.net/cms/v2/content/file_1776650320227_26907399_2h2yo6.png,,무신사남성패션
,17,615427,2026-04-26 15:00:00,2026-04-26 15:00:00,umbro,엄브로 x 애프터매스 스페셜 발매,엄브로 x 애프터매스 협업 발매,엄브로 x 애프터매스 협업 발매,https://www.musinsa.com/content/1,,,KAM
,18,577568,2026-04-27 2:00:00,2026-04-27 2:00:00,jeep,지프패밀리 with 하준맘,지프패밀리 가정의달 발매,확인중,https://www.musinsa.com/content/1469165495128677832,,,여성패션
,18,589045,2026-04-27 2:00:00,2026-04-27 2:00:00,takefit,무신사 단독 식사대용 프로틴 파우치 (베이커리 플레이버) 발매,"빵처럼 맛있는 쉐이크 발견, 테이크핏 브레드밀 단독 출시",무신사 단독 식사대용 프로틴 파우치 (베이커리 플레이버) 발매,https://www.musinsa.com/content/1494623565799993731,https://image.msscdn.net/cms/v2/content/file_1776416431514_21212899_qvuo5t.png,,뷰티2
,18,590766,2026-04-27 2:00:00,2026-04-27 2:00:00,reebok,리복 DMX 3000 무신사 SMU 발매,리복 DMX 3000 무신사 SMU 발매,리복 DMX 3000 무신사 SMU 발매,https://www.musinsa.com/brand/reebok/products?categoryCode=103&gf=A,,랜딩 URL 추후 드롭 URL 로 변경 요청,무신사풋웨어
,18,602861,2026-04-27 2:00:00,2026-04-27 2:00:00,sperry,스페리 x 킨치 스페셜,무신사 단독 발매,스페리 x 킨치 콜라보 무신사 단독 발매,https://www.musinsa.com/brand/sperry/products?gf=A,,랜딩 URL은 스페셜 링크 생성 후 수정 예정입니다!,애슬레저
,18,604035,2026-04-27 2:00:00,2026-04-27 2:00:00,macmoc,마크모크 X 태리태리,마크모크 X 태리태리 써머 슈즈 ,무신사 X태리태리 써머 슈즈 단독 출시,https://www.musinsa.com/content/1495963508333024695,https://image.msscdn.net/cms/v2/content/file_1776760197018_62195400_8dfmaq.jpg,마크모크 X 태리태리 ,무신사잡화
,18,605131,2026-04-27 2:00:00,2026-04-27 2:00:00,bronson,브론슨 X 타투이스트 '피키' (Picky)  콜라보 발매,브론슨 X 타투이스트 '피키' (Picky)  콜라보 발매,브론슨 X 타투이스트 '피키' (Picky)  콜라보 발매,https://www.musinsa.com/content/,,에디션 랜딩 URL이 나오지 않은 상태여서 나오는대로 업로드 하겠습니다.,무신사남성패션
,18,605591,2026-04-27 2:00:00,2026-04-27 2:00:00,yeomim,여밈x미세키서울 무신사 에디션,여밈x미세키서울 무신사 에디션,추후 기재,https://www.musinsa.com/content/1489486273991285102,,,무신사잡화
,18,607840,2026-04-27 2:00:00,2026-04-27 2:00:00,dermatory,더마토리 X 톡신 블랙세럼 론칭 ,더마토리 X 톡신 공동개발 블랙세럼 선론칭,더마토리 X 톡신 공동개발 블랙세럼 무신사 단독 선론칭 + 4/27~29일기간 톡신 (유투버/.인플루언서) 단독 마켓 진행 합니다. 앱푸시 발행 4/27~29일 기간내 필요합니다. ,https://www.musinsa.com/content/1491347437364990269,https://image.msscdn.net/cms/v2/content/file_1776749031339_705232799_0xumpm.jpg,공식 협업 명칭 아직 픽스가 아니라서 확정되면 추가 코멘트 드리겟습니다. ,뷰티1
,18,613443,2026-04-27 2:00:00,2026-04-27 2:00:00,musinsacampaign,5월 멤버스데이 앱푸시,무신사 멤버스데이,4월 멤버스데이,https://www.musinsa.com/campaign/membersday_2605,https://image.msscdn.net/campaign_service/images/cpcms/2026/f991c13943914432a64736831b525a0b.jpg,"(광고)무신사 삼성카드 최대 15만원/멤버스데이로 더 큰 혜택 받기/수신거부 : 메인 상단 알림 > 설정 > 알림 OFF
(4/27 캠페인 오픈일자 발송 희망)",전사캠페인
,18,613678,2026-04-27 2:00:00,2026-04-27 2:00:00,brandactivation,0427 월간입점회 앱푸시,"월간 입점회 최대 30% 쿠폰 & 최대 할인\n스포티앤리치, 메종 스페셜, 인도솔 외","월간 입점회 최대 30% 쿠폰 & 최대 할인\n스포티앤리치, 메종 스페셜, 인도솔 외 신규 브랜드 입점회",https://www.musinsa.com/campaign/brandshowcase_2604,https://image.msscdn.net/campaign_service/images/cpcms/2026/669307336bb043c2b4848cb0db2bd2a5.jpg,,브랜드액티베이션
,18,605138,2026-04-27 3:00:00,2026-04-27 3:00:00,nache,나체 에디터 추천 무신사 에디션,나체 무신사 에디션 발매,나체 무신사 단독 에디션 발매,,,,여성패션
,18,606224,2026-04-27 3:00:00,2026-04-27 3:00:00,signature,시그니처 X 젠플록스 [콜라보] 발매,시그니처 X 젠플록스 [콜라보] 발매,시그니처 X 젠플록스 단독 에디션 발매,https://drive.google.com/drive/folders/19zlBlj7x5bzVAqy2PqzCiIV1w5T-6ceo,,,무신사남성패션
,18,611871,2026-04-27 3:00:00,2026-04-27 3:00:00,브랜드ID,크레이지투어 X 빠니보틀 굿즈,크레이지투어 X 빠니보틀 굿즈,크레이지투어 X 빠니보틀 공식 굿즈,,,,트렌드상품 & IP 기획
,18,599249,2026-04-27 9:00:00,2026-04-27 9:00:00,suare,수아레 X 너드킹 [콜라보] 발매 ,수아레 X 너드킹 [콜라보] 발매 ,수아레 X 너드킹 [콜라보] 발매 ,https://www.musinsa.com/content/1496319430409819021,https://image.msscdn.net/cms/v2/content/file_1776820761559_57155199_3xuqgn.png,,무신사남성패션
,18,613779,2026-04-27 9:00:00,2026-04-27 9:00:00,minirecord,[앨범] QWER,[앨범] QWER,QWER 신보 발매, https://www.musinsa.com/content/추후기재,,,트렌드상품 & IP 기획
,18,605315,2026-04-27 10:00:00,2026-04-27 10:00:00,ssrl,에스에스알엘 X 현진 무신사 에디션,에스에스알엘 X 현진 무신사 에디션,최대 31% 할인 + 쿠폰 + 댓글 이벤트 사은품,https://www.musinsa.com/content/1496371223942518895,https://image.msscdn.net/cms/v2/content/file_1776833107655_32513400_cbxfc3.png,최대 31% 할인 + 쿠폰 + 댓글 이벤트 사은품,무신사잡화
,18,605757,2026-04-27 10:00:00,2026-04-27 10:00:00,glack,[스페셜] 글랙 × 지꾸 콜라보 한정 발매,글랙 × 지꾸 콜라보 한정 발매,글랙 × 지꾸 콜라보 한정 발매 최대 25% 할인+키링 사은품,https://www.musinsa.com/content/1493876914522462317,https://image.msscdn.net/cms/v2/content/file_1776413631868_1035069299_7bczep.jpg,콘텐츠 링크 추후 기재 예정,무신사유니섹스패션
,18,588695,2026-04-28 2:00:00,2026-04-28 2:00:00,hle,한화생명e스포츠 무신사 컬래버 SMU 발매,한화생명e스포츠 무신사 컬래버 발매,한화생명e스포츠 무신사 에디션 단독 발매,https://www.musinsa.com/content/1496032411485969409,https://image.msscdn.net/cms/v2/content/file_1776752329825_24969699_685z1x.png,,버티컬스포츠
,18,605343,2026-04-28 2:00:00,2026-04-28 2:00:00,videojockey,비디오자키 X 경계 에디션 발매,비디오자키 X 경계 에디션 발매,최대 00% 할인 + 00% 쿠폰,https://www.musinsa.com/content/,,"최대할인율, URL, UID 추후기재",여성패션
,18,606962,2026-04-28 2:00:00,2026-04-28 2:00:00,1993studio,1993스튜디오 x fc 서울,x FC 서울 컬래버레이션,x fc 서울 컬래버레이션 발매,https://www.musinsa.com/brand/1993studio?gf=A,,콘텐츠로 랜딩 링크 교체 예쩡,무신사유니섹스패션
,18,615455,2026-04-28 2:00:00,2026-04-28 2:00:00,converse,컨버스 X 언디핏 X LA 다저스 단독발매,컨버스 X LA 다저스 X 언디피티드 척70 발매,"4,185,000",https://www.musinsa.com/products/6348279,,,무신사풋웨어
,18,615902,2026-04-28 2:00:00,2026-04-28 2:00:00,otz,오찌 SUMMER 코브스 쪼리 신규발매,오찌 SUMMER 코브스 쪼리 신규발매,오찌 SUMMER 코브스 쪼리 신규발매,https://www.musinsa.com/content/1495698615885306693,,,무신사풋웨어
,18,605412,2026-04-29 1:00:00,2026-04-29 1:00:00,earpearp,카니 x 어프어프 무신사 선발매 ,카니 x 어프어프 무신사 선발매 ,"무신사 단독 선발매, 선발매 기념 할인(상세 스킴 회신 전으로 전달 받아 추가하겠습니다.)",https://www.musinsa.com/content/1489189919875849249,,,라이프
,18,614684,2026-04-29 1:00:00,2026-04-29 1:00:00,stanley,스탠리 1913 x PSG 누보 컬렉션 발매,스탠리 1913 x PSG 누보 컬렉션 발매,컬래버 상품 한정 발매 ,https://www.musinsa.com/content/1496032411485969409,https://image.msscdn.net/cms/v2/content/file_1776752329825_24969699_685z1x.png,"랜딩주소는 TBD 입니다.
로고는 PSG 병기형을 사용해야 합니다. 
스탠리코리아 컨펌 후 사용할 수 있습니다. ",버티컬스포츠
,18,605620,2026-04-29 2:00:00,2026-04-29 2:00:00,asifcalie,에즈이프 캘리 x 에스더버니 무신사 에디션,에즈이프 캘리 x 에스더버니 무신사 에디션,에즈이프 캘리 x 에스더버니 무신사 에디션 단독 발매 / 최대 10% 할인+ 20% 쿠폰 / 사은품 키링 증정,,,,여성패션
,18,605806,2026-04-29 2:00:00,2026-04-29 2:00:00,spao,스파오 | 악마는 프라다를 입는다 [콜라보] 발매,스파오 | 악마는 프라다를 입는다 신상발매,스파오 | 악마는 프라다를 입는다 신상발매,https://www.musinsa.com/content/,,,KAM
,18,616022,2026-04-29 2:00:00,2026-04-29 2:00:00,miniteen,미니틴 공식 굿즈 신상 발매 ,미니틴 공식 라이선스 머치 \n 무신사 발매 ,미니틴 공식 굿즈 무신사 발매,https://www.musinsa.com/brand/miniteen,,랜딩 링크는 추후 스페셜 링크 생성되면 변경 예정입니다.,애슬레저
,18,614141,2026-04-29 8:30:00,2026-04-29 8:30:00,moncler,W18 몽클레르 - 무신사 쇼케이스,몽클레르 풋웨어 셀렉션 무신사 발매,"몽클레르 풋웨어 셀렉션 무신사 발매, 26SS 신상 발매",https://www.musinsa.com/content/1495960472622447333,,"
몽클레르 로고 사용 불가하여 텍스트로 기입 필수",무신사글로벌패션
,18,605731,2026-04-29 15:00:00,2026-04-29 15:00:00,niceghostclub,나이스고스트클럽 X 짐미조 무신사 에디션,나이스고스트클럽 X 짐미조 무신사 에디션,무신사 단독 짐미조 콜라보 사은품,https://drive.google.com/drive/folders/1zQaBHaSu-7kjZo3AWcn5-hHsOySc3hBM,,쇼케이스 랜딩으로 추후 추가 예정 / 라이브 동시발매로 라이브 편성 완료 후 발매시간 픽스 예정,여성패션
,18,604462,2026-04-30 2:00:00,2026-04-30 2:00:00,myshell,마이쉘 × 오하영,마이쉘 × 오하영,마이쉘 × 오하영 컬래버레이션 최대 15% 할인 & 사은품 이벤트,https://www.musinsa.com/content/,,,무신사잡화
,18,605521,2026-04-30 2:00:00,2026-04-30 2:00:00,series,시리즈XGTO 콜라보 발매,시리즈XGTO 콜라보 선발매,시리즈XGTO 콜라보 선발매,https://www.musinsa.com/content/1483108255515041452,https://image.msscdn.net/cms/v2/content/cms_cba33c33-59bb-4.jpg,,KAM
,18,606032,2026-04-30 2:00:00,2026-04-30 2:00:00,covernatkids,산리오 X 커버낫키즈 스페셜 4/30 발매,산리오 X 커버낫 키즈 스페셜 발매,산리오 X 커버낫키즈 스페셜 발매,https://www.musinsa.com/content/1490576721389037129,,"마케팅 구좌 관리 에서 컨텐츠 링크 (스페셜) 생성 (4/6 기준 가안 url 기재)
상품 uid 등록 후 기재 예정 (등록되는 대로 변경 기재하고 노티 드리겠습니다 감사합니다) ",키즈
